src_port,dst_port,packet_size,protocol,label
22,21,887,6,Malware Detected
8080,443,1179,17,Malware Detected
80,443,1490,6,DDoS Attack
22,80,702,17,Unauthorized Access
8080,25,1399,17,Brute Force
443,443,1251,6,Brute Force
8080,25,1112,6,DDoS Attack
443,21,565,6,Unauthorized Access
443,53,1252,17,DDoS Attack
22,25,600,17,Brute Force
22,21,1185,17,Malware Detected
3389,25,721,6,Malware Detected
22,80,1238,17,DDoS Attack
22,21,1145,6,DDoS Attack
3389,25,861,6,DDoS Attack
22,443,1036,6,Malware Detected
3389,25,727,17,Brute Force
8080,25,936,6,Unauthorized Access
8080,25,1419,17,Unauthorized Access
443,53,1085,17,Malware Detected
443,21,832,17,Unauthorized Access
3389,21,948,6,Brute Force
8080,25,1136,17,Unauthorized Access
22,53,833,17,Unauthorized Access
3389,53,1415,17,Brute Force
80,21,936,17,DDoS Attack
80,443,1339,17,Malware Detected
80,443,582,17,Brute Force
443,25,1135,17,DDoS Attack
80,53,1398,6,Brute Force
8080,25,1461,6,Brute Force
3389,443,1236,6,Brute Force
443,25,516,6,Unauthorized Access
3389,25,1139,17,Brute Force
3389,21,1480,17,DDoS Attack
8080,25,1454,6,Brute Force
8080,53,1052,6,Unauthorized Access
8080,21,548,6,Malware Detected
80,25,520,6,Unauthorized Access
22,443,951,17,DDoS Attack
443,21,1009,17,Brute Force
22,21,1484,17,Unauthorized Access
3389,53,1467,6,Brute Force
22,443,1051,17,Unauthorized Access
80,80,845,17,Brute Force
443,443,1160,6,Malware Detected
22,80,1245,6,Unauthorized Access
3389,80,790,17,Malware Detected
80,53,1036,17,DDoS Attack
443,80,1023,6,Malware Detected
443,25,900,17,Unauthorized Access
443,25,802,6,DDoS Attack
8080,53,1347,17,Brute Force
443,443,972,6,Brute Force
8080,80,1038,17,Brute Force
8080,80,660,17,Brute Force
443,25,1385,17,Brute Force
8080,80,841,17,Brute Force
3389,21,580,6,DDoS Attack
8080,53,541,17,DDoS Attack
80,21,1220,6,Unauthorized Access
80,21,605,17,DDoS Attack
22,21,800,6,DDoS Attack
3389,25,1406,17,Brute Force
443,80,643,17,Malware Detected
443,443,998,6,Unauthorized Access
8080,80,1263,6,Unauthorized Access
8080,53,598,17,Malware Detected
80,21,1491,17,DDoS Attack
22,80,1229,6,Brute Force
80,443,1126,17,Malware Detected
80,21,889,6,DDoS Attack
8080,25,1308,6,Unauthorized Access
8080,443,588,17,Unauthorized Access
80,443,950,6,DDoS Attack
443,25,557,17,Unauthorized Access
22,443,931,6,Brute Force
80,443,1240,6,Brute Force
22,25,565,6,DDoS Attack
22,443,1085,17,Malware Detected
3389,21,1344,17,Brute Force
22,80,623,6,Unauthorized Access
80,80,539,6,Unauthorized Access
3389,25,505,17,Brute Force
3389,25,856,17,DDoS Attack
443,21,1113,6,Malware Detected
80,53,902,17,Brute Force
8080,80,808,17,Malware Detected
443,443,611,6,Malware Detected
8080,25,663,17,DDoS Attack
8080,21,1028,6,Brute Force
8080,80,659,17,Unauthorized Access
443,443,1144,6,DDoS Attack
3389,443,1355,17,DDoS Attack
80,21,1347,6,Brute Force
3389,80,1109,17,DDoS Attack
443,80,1005,6,DDoS Attack
443,25,696,6,Unauthorized Access
80,53,1176,17,Brute Force
22,53,588,17,Unauthorized Access
8080,21,1448,17,Unauthorized Access
3389,80,887,17,Malware Detected
22,21,936,17,DDoS Attack
443,443,743,17,Malware Detected
22,80,1047,6,Brute Force
22,25,683,17,Unauthorized Access
80,21,1207,17,Brute Force
443,80,1410,6,DDoS Attack
22,25,777,17,DDoS Attack
22,21,598,17,DDoS Attack
80,80,821,17,Unauthorized Access
8080,80,696,6,DDoS Attack
80,21,931,17,Brute Force
3389,80,620,6,Brute Force
3389,80,881,6,Brute Force
8080,53,915,6,DDoS Attack
8080,53,811,6,Malware Detected
80,443,1253,17,DDoS Attack
22,25,954,17,Brute Force
22,25,729,6,Malware Detected
3389,443,1143,17,DDoS Attack
22,80,1323,17,Malware Detected
3389,80,740,17,DDoS Attack
3389,53,736,17,Brute Force
8080,25,755,17,Unauthorized Access
8080,443,695,17,DDoS Attack
443,53,580,17,Malware Detected
22,80,521,17,Unauthorized Access
80,80,804,17,Brute Force
80,443,527,6,DDoS Attack
3389,21,1460,17,Brute Force
80,21,608,17,Brute Force
3389,80,928,6,DDoS Attack
80,21,754,6,DDoS Attack
3389,80,836,17,Unauthorized Access
22,21,1106,6,DDoS Attack
22,25,714,17,DDoS Attack
22,443,529,6,Unauthorized Access
3389,443,1160,6,Malware Detected
22,21,1213,17,Unauthorized Access
80,443,1045,6,Brute Force
3389,443,913,6,Malware Detected
3389,25,978,6,Unauthorized Access
22,53,821,6,Malware Detected
443,25,1279,17,Unauthorized Access
3389,80,1194,6,Unauthorized Access
8080,443,553,17,Malware Detected
8080,80,1086,17,DDoS Attack
22,80,717,17,Unauthorized Access
3389,21,1034,17,Unauthorized Access
3389,25,908,6,DDoS Attack
8080,53,899,17,DDoS Attack
80,80,1470,6,Brute Force
22,443,980,6,Unauthorized Access
22,25,1060,6,Malware Detected
22,53,627,17,Unauthorized Access
443,443,1197,17,DDoS Attack
80,80,1272,6,DDoS Attack
80,443,960,17,Unauthorized Access
3389,53,697,6,Unauthorized Access
22,53,1444,17,Malware Detected
443,80,967,6,Malware Detected
22,25,949,17,Brute Force
443,443,535,6,Brute Force
22,80,925,17,Unauthorized Access
443,53,1148,6,DDoS Attack
22,80,1159,17,Unauthorized Access
443,21,1064,17,Malware Detected
80,443,828,17,Unauthorized Access
22,53,532,17,Malware Detected
3389,80,536,6,DDoS Attack
8080,25,1385,6,Malware Detected
80,80,1051,6,Unauthorized Access
443,25,547,6,Brute Force
22,443,952,6,Brute Force
443,25,1083,6,DDoS Attack
8080,21,626,17,Unauthorized Access
22,80,1134,17,DDoS Attack
8080,80,907,6,Brute Force
80,80,1244,17,DDoS Attack
80,80,796,17,Unauthorized Access
8080,25,965,6,Unauthorized Access
22,25,967,17,Unauthorized Access
443,80,760,6,Unauthorized Access
80,443,1118,6,Malware Detected
443,21,616,17,Malware Detected
80,25,1368,6,DDoS Attack
443,21,1267,6,Unauthorized Access
22,443,578,6,Malware Detected
80,21,502,6,Unauthorized Access
80,443,732,17,Unauthorized Access
22,443,1151,6,DDoS Attack
3389,25,1240,6,Malware Detected
8080,25,1360,6,Unauthorized Access
22,443,1155,6,Unauthorized Access
443,21,653,17,Malware Detected
443,443,734,6,Brute Force
80,25,504,6,DDoS Attack
8080,443,718,17,DDoS Attack
22,53,531,17,Brute Force
22,53,872,17,Unauthorized Access
443,443,570,6,Malware Detected
80,80,1134,6,Malware Detected
8080,53,608,6,Brute Force
3389,53,1400,17,Malware Detected
3389,443,1188,17,Unauthorized Access
3389,80,1224,6,DDoS Attack
8080,80,709,17,Brute Force
80,21,1262,6,Malware Detected
80,21,544,6,Unauthorized Access
3389,80,718,6,DDoS Attack
3389,25,1059,6,Malware Detected
443,443,742,17,DDoS Attack
80,53,1387,17,DDoS Attack
22,21,790,6,Brute Force
3389,80,1214,6,Malware Detected
443,80,1187,17,Malware Detected
80,443,1492,6,Unauthorized Access
3389,80,1064,6,Brute Force
3389,21,759,6,DDoS Attack
3389,80,608,6,Unauthorized Access
8080,21,744,6,DDoS Attack
443,80,1139,6,Brute Force
3389,443,936,17,Brute Force
8080,21,1249,6,Unauthorized Access
80,443,840,6,DDoS Attack
8080,80,1065,17,DDoS Attack
22,80,505,17,Brute Force
443,443,619,17,DDoS Attack
8080,25,1463,6,Brute Force
443,80,1071,6,Unauthorized Access
80,443,937,17,Unauthorized Access
443,80,681,6,Unauthorized Access
80,21,652,6,Malware Detected
3389,80,1432,17,Malware Detected
443,80,977,17,Malware Detected
3389,53,878,17,DDoS Attack
8080,53,913,17,Malware Detected
443,53,665,17,Brute Force
80,443,1006,6,Malware Detected
443,53,1380,6,Unauthorized Access
8080,25,1030,6,DDoS Attack
80,53,625,17,Malware Detected
8080,443,1049,17,Brute Force
22,443,1492,6,DDoS Attack
80,80,1361,17,Brute Force
3389,25,1245,17,Malware Detected
443,53,1091,6,DDoS Attack
8080,53,1341,17,Malware Detected
443,25,1224,6,Brute Force
443,443,753,17,Unauthorized Access
3389,25,1415,6,DDoS Attack
443,443,1039,6,Malware Detected
8080,21,969,17,Unauthorized Access
3389,443,823,17,Malware Detected
80,53,566,6,Malware Detected
22,80,1378,17,Unauthorized Access
443,80,637,6,Brute Force
8080,25,1225,17,Malware Detected
443,25,1170,6,DDoS Attack
8080,80,955,6,Brute Force
80,443,704,6,Malware Detected
443,443,872,17,Brute Force
8080,25,1319,6,DDoS Attack
80,53,1099,6,Brute Force
8080,443,530,6,DDoS Attack
80,80,1426,17,Unauthorized Access
443,21,1352,6,DDoS Attack
3389,53,502,17,DDoS Attack
443,25,611,6,Malware Detected
22,80,790,17,DDoS Attack
8080,80,801,17,Malware Detected
80,80,1057,17,Unauthorized Access
8080,25,1376,6,Malware Detected
8080,80,651,17,DDoS Attack
8080,53,624,6,Malware Detected
22,53,1037,6,DDoS Attack
80,21,1496,17,Brute Force
8080,25,781,17,Brute Force
3389,80,1396,17,DDoS Attack
80,25,578,17,DDoS Attack
22,80,838,17,Unauthorized Access
22,80,994,6,Brute Force
80,25,808,17,Brute Force
22,443,1260,6,Brute Force
22,443,879,6,Unauthorized Access
22,80,940,6,Brute Force
3389,21,1071,6,DDoS Attack
443,443,715,17,DDoS Attack
3389,21,532,6,Brute Force
3389,443,1358,17,Malware Detected
3389,80,813,6,DDoS Attack
22,21,857,6,Brute Force
22,80,903,6,Unauthorized Access
3389,80,1284,6,Brute Force
22,25,1031,17,Malware Detected
22,25,1448,6,Unauthorized Access
443,25,811,17,DDoS Attack
22,443,670,17,DDoS Attack
443,53,1030,6,Unauthorized Access
22,21,553,17,Unauthorized Access
3389,80,744,17,Unauthorized Access
3389,80,842,6,DDoS Attack
443,80,535,6,Unauthorized Access
8080,443,1495,17,Unauthorized Access
80,53,1085,6,Malware Detected
443,53,1168,17,Malware Detected
80,443,835,6,DDoS Attack
443,80,1128,17,Unauthorized Access
443,25,717,17,Malware Detected
3389,80,1187,6,Brute Force
22,25,1230,17,Malware Detected
3389,80,675,17,Malware Detected
8080,25,1215,6,Unauthorized Access
22,80,799,6,Unauthorized Access
443,443,628,6,Malware Detected
80,25,608,6,Unauthorized Access
3389,25,1016,6,DDoS Attack
8080,443,990,6,Malware Detected
8080,25,784,6,Unauthorized Access
80,80,1341,17,Unauthorized Access
3389,53,1247,17,Unauthorized Access
443,443,892,17,Brute Force
80,21,1060,6,Unauthorized Access
443,443,1265,6,Malware Detected
80,25,1029,17,DDoS Attack
443,443,580,17,Malware Detected
80,443,1187,6,DDoS Attack
80,80,1492,6,Brute Force
8080,443,563,17,DDoS Attack
443,443,752,17,Malware Detected
3389,80,705,17,Brute Force
22,25,1093,6,Brute Force
8080,443,607,17,Brute Force
8080,53,1070,6,Malware Detected
80,443,1035,6,Malware Detected
80,25,1253,17,Brute Force
80,80,1244,17,Brute Force
22,25,1430,6,Malware Detected
443,443,726,17,Malware Detected
80,80,814,6,Brute Force
80,443,970,17,Malware Detected
8080,80,646,17,DDoS Attack
8080,21,1124,17,Brute Force
8080,443,1330,6,Malware Detected
80,53,1353,6,Unauthorized Access
80,80,723,6,Unauthorized Access
80,53,736,17,Malware Detected
22,80,1420,17,DDoS Attack
3389,25,1420,6,Unauthorized Access
8080,443,520,6,Unauthorized Access
3389,53,1230,6,Unauthorized Access
8080,53,683,6,Brute Force
80,80,901,17,Unauthorized Access
443,80,908,6,Brute Force
3389,80,642,6,Unauthorized Access
80,443,1102,17,Brute Force
80,21,1203,17,Malware Detected
80,80,1251,17,Brute Force
3389,21,661,17,DDoS Attack
443,21,605,6,Malware Detected
443,443,1421,6,Malware Detected
22,53,1165,6,Unauthorized Access
22,25,1343,6,Unauthorized Access
3389,25,946,17,DDoS Attack
22,443,1128,17,Malware Detected
443,21,1413,17,Unauthorized Access
443,25,1474,17,DDoS Attack
22,25,1416,6,Unauthorized Access
22,21,1143,17,DDoS Attack
3389,25,1438,17,DDoS Attack
443,53,865,17,Brute Force
8080,25,707,17,DDoS Attack
443,53,1465,6,Unauthorized Access
80,53,1425,6,Malware Detected
443,80,767,6,Brute Force
80,21,1394,17,Unauthorized Access
3389,80,676,6,DDoS Attack
8080,443,692,17,Malware Detected
8080,21,889,17,Brute Force
8080,25,1418,17,DDoS Attack
443,25,1076,6,Brute Force
8080,53,910,6,Unauthorized Access
80,25,1112,17,Brute Force
443,21,884,17,Unauthorized Access
80,80,1487,17,Malware Detected
22,443,1400,17,Unauthorized Access
22,21,1397,17,Unauthorized Access
443,21,1438,17,Unauthorized Access
80,80,1332,6,DDoS Attack
443,443,996,17,Brute Force
8080,80,1125,6,Malware Detected
8080,53,1254,6,Unauthorized Access
443,25,972,17,Unauthorized Access
80,80,1034,17,DDoS Attack
3389,443,559,17,Brute Force
22,80,712,17,Malware Detected
443,21,1188,6,Brute Force
80,25,1364,17,DDoS Attack
8080,53,1309,6,Brute Force
8080,443,1030,6,DDoS Attack
8080,80,505,17,Malware Detected
3389,53,1299,6,Malware Detected
8080,53,1049,17,Unauthorized Access
80,443,973,6,Brute Force
3389,21,768,17,Brute Force
3389,25,632,17,Unauthorized Access
80,21,669,17,Brute Force
80,443,1330,6,Brute Force
443,25,976,6,Malware Detected
22,25,1494,6,Brute Force
8080,443,1328,17,Malware Detected
443,80,1252,17,Malware Detected
8080,21,1329,6,DDoS Attack
3389,80,1059,17,Malware Detected
80,21,1416,6,Unauthorized Access
22,53,980,6,DDoS Attack
80,80,1178,17,DDoS Attack
443,53,506,17,DDoS Attack
8080,21,536,17,DDoS Attack
443,53,1336,6,DDoS Attack
80,443,1153,17,Unauthorized Access
8080,443,894,17,Malware Detected
8080,25,917,17,Unauthorized Access
80,53,1036,17,DDoS Attack
22,53,683,6,Unauthorized Access
3389,53,709,6,Unauthorized Access
22,25,595,17,DDoS Attack
80,80,678,6,Unauthorized Access
443,53,569,17,Malware Detected
3389,53,1202,6,Unauthorized Access
3389,25,1333,17,Malware Detected
8080,443,505,6,Unauthorized Access
22,25,1252,17,Brute Force
8080,53,1339,17,Brute Force
80,80,1389,6,Malware Detected
443,21,771,17,DDoS Attack
3389,21,519,6,Unauthorized Access
8080,25,1418,6,Unauthorized Access
8080,21,1018,6,DDoS Attack
22,443,517,17,Brute Force
22,80,1358,6,Malware Detected
8080,80,727,6,Brute Force
3389,53,931,6,Brute Force
80,21,1351,6,Brute Force
80,443,533,17,DDoS Attack
443,53,1027,6,Brute Force
3389,25,1283,17,Unauthorized Access
443,443,943,6,DDoS Attack
3389,443,841,17,Unauthorized Access
80,25,1053,6,DDoS Attack
8080,443,790,6,Brute Force
8080,25,1395,17,Unauthorized Access
3389,21,602,17,Unauthorized Access
3389,80,665,6,DDoS Attack
8080,21,993,6,Malware Detected
3389,80,849,17,Malware Detected
22,443,991,17,DDoS Attack
22,80,1466,17,Brute Force
80,443,1237,17,Unauthorized Access
3389,25,563,6,DDoS Attack
22,25,1101,6,Unauthorized Access
22,25,658,17,Malware Detected
443,443,895,17,Malware Detected
8080,25,1434,6,Malware Detected
3389,53,741,17,Malware Detected
3389,25,611,17,DDoS Attack
22,25,1036,17,Brute Force
8080,443,1233,6,Unauthorized Access
3389,53,961,17,Brute Force
443,53,1129,17,Malware Detected
443,21,888,6,Malware Detected
22,25,1146,17,Brute Force
22,53,552,6,Brute Force
3389,80,576,17,Brute Force
22,80,664,6,DDoS Attack
8080,443,1366,6,Brute Force
8080,21,898,6,Brute Force
8080,53,1159,17,DDoS Attack
80,25,529,17,Malware Detected
8080,25,532,6,Unauthorized Access
80,53,1462,6,Unauthorized Access
22,25,1036,6,Unauthorized Access
443,25,1054,6,DDoS Attack
80,21,859,17,Brute Force
443,25,515,17,Brute Force
443,443,1230,17,Unauthorized Access
80,443,742,17,Brute Force
3389,53,845,6,Unauthorized Access
80,443,1436,6,DDoS Attack
8080,25,1046,6,DDoS Attack
80,21,1103,6,DDoS Attack
80,25,518,6,DDoS Attack
80,443,1285,17,Brute Force
3389,443,635,6,Malware Detected
3389,53,588,6,DDoS Attack
3389,443,773,17,Malware Detected
80,443,619,17,Brute Force
8080,80,1026,17,DDoS Attack
8080,443,771,6,Unauthorized Access
3389,21,977,17,Brute Force
22,80,1474,6,Unauthorized Access
80,443,580,17,Brute Force
443,443,1132,17,Unauthorized Access
22,25,1067,6,Brute Force
80,21,1429,6,Brute Force
8080,80,659,17,Malware Detected
22,25,716,17,Brute Force
80,21,1458,6,Malware Detected
22,53,1421,17,Malware Detected
8080,80,675,17,Unauthorized Access
443,443,1342,17,Unauthorized Access
3389,443,1092,17,Unauthorized Access
3389,53,565,6,Malware Detected
443,443,811,6,Unauthorized Access
22,53,1377,6,Malware Detected
3389,443,1280,6,Malware Detected
80,443,1204,17,Brute Force
22,25,1451,17,Unauthorized Access
443,80,969,17,DDoS Attack
443,80,1327,6,Unauthorized Access
8080,25,1004,6,Unauthorized Access
22,25,936,6,Malware Detected
22,443,921,6,Unauthorized Access
80,443,1327,17,DDoS Attack
3389,443,942,17,Brute Force
443,25,1485,6,Brute Force
22,80,1211,17,Unauthorized Access
8080,80,1093,6,DDoS Attack
22,25,719,17,Unauthorized Access
3389,25,641,6,Unauthorized Access
22,443,914,6,Unauthorized Access
8080,443,535,17,DDoS Attack
3389,25,551,6,Malware Detected
8080,80,1027,6,Brute Force
8080,80,1448,6,Unauthorized Access
22,21,1397,17,Unauthorized Access
80,443,1040,6,Unauthorized Access
8080,25,503,17,Unauthorized Access
8080,21,1008,6,Malware Detected
443,21,1124,6,DDoS Attack
3389,25,946,17,DDoS Attack
3389,80,1129,6,DDoS Attack
22,443,1349,17,Unauthorized Access
3389,25,501,17,DDoS Attack
3389,443,953,17,Unauthorized Access
3389,21,793,6,Malware Detected
3389,80,1003,17,DDoS Attack
3389,25,674,17,Unauthorized Access
443,21,936,17,Unauthorized Access
443,443,559,6,Brute Force
8080,21,886,6,Malware Detected
22,21,1350,17,Malware Detected
443,25,809,6,Brute Force
80,443,605,6,Unauthorized Access
22,80,1145,17,Unauthorized Access
80,80,810,17,Brute Force
80,53,896,17,Unauthorized Access
80,25,1457,6,DDoS Attack
8080,443,986,6,Unauthorized Access
3389,21,560,6,Brute Force
3389,443,644,17,Brute Force
80,21,1194,17,Brute Force
3389,443,798,17,Malware Detected
443,53,1242,17,Unauthorized Access
8080,80,967,6,Brute Force
22,443,1333,6,Unauthorized Access
3389,21,1467,17,Malware Detected
443,443,1454,17,Malware Detected
80,443,935,6,DDoS Attack
8080,21,543,17,Unauthorized Access
443,21,1196,17,Unauthorized Access
443,80,669,6,DDoS Attack
22,21,1310,6,Brute Force
8080,80,1078,17,Brute Force
80,80,865,17,Unauthorized Access
443,21,924,17,Malware Detected
8080,21,1257,17,Brute Force
3389,21,1298,6,Brute Force
8080,80,1247,6,DDoS Attack
8080,21,1183,6,Brute Force
8080,443,520,17,Unauthorized Access
443,443,752,6,Malware Detected
3389,443,830,6,DDoS Attack
80,80,1013,6,Unauthorized Access
443,25,1329,6,Malware Detected
8080,53,764,6,Brute Force
8080,53,896,17,Brute Force
3389,80,545,17,Malware Detected
8080,53,1106,6,DDoS Attack
3389,25,779,17,Malware Detected
443,25,1071,6,Malware Detected
80,443,782,6,DDoS Attack
80,21,1363,17,DDoS Attack
80,80,700,17,Unauthorized Access
8080,443,971,17,Brute Force
3389,53,922,17,Malware Detected
8080,25,1489,6,Brute Force
8080,21,769,17,Brute Force
443,80,1355,6,DDoS Attack
80,21,927,6,Brute Force
3389,25,1258,17,DDoS Attack
80,80,895,6,Brute Force
8080,80,832,17,Malware Detected
22,443,1405,6,Malware Detected
8080,80,1244,6,DDoS Attack
8080,21,1478,17,Unauthorized Access
3389,21,549,17,Brute Force
22,21,917,17,Unauthorized Access
3389,80,982,17,Malware Detected
443,21,831,17,Malware Detected
8080,443,515,6,DDoS Attack
443,25,835,6,Unauthorized Access
22,53,526,17,Brute Force
22,53,784,17,Unauthorized Access
443,443,823,6,Brute Force
80,443,1009,6,DDoS Attack
8080,21,945,6,Brute Force
22,80,1181,6,Malware Detected
22,25,569,6,DDoS Attack
443,25,1405,17,Malware Detected
